Id,Category
987,12
988,12
989,12
990,12
991,11
992,12
993,12
994,11
995,12
996,11
997,12
998,11
999,11
1000,12
1001,12
1002,12
1003,12
1004,12
1005,11
1006,12
1007,12
1008,11
1009,11
1010,12
1011,12
1012,11
1013,12
1014,12
1015,12
1016,12
1017,11
1018,11
1019,11
1020,12
1021,0
1022,11
1023,12
1024,12
1025,12
1026,12
1027,12
1028,12
1029,12
1030,11
1031,12
1032,12
1033,12
1034,11
1035,12
1036,12
1037,11
1038,11
1039,12
1040,12
1041,12
1042,12
1043,11
1044,11
1045,12
1046,12
1047,11
1048,12
1049,12
1050,11
1051,0
1052,12
1053,11
1054,11
1055,12
1056,11
1057,11
1058,11
1059,12
1060,11
1061,11
1062,11
1063,12
1064,12
1065,11
1066,11
1067,11
1068,11
1069,12
1070,11
1071,12
1072,12
1073,11
1074,11
1075,12
1076,12
1077,0
1078,12
1079,12
1080,12
1081,12
1082,11
1083,11
1084,11
1085,12
1086,12
1087,11
1088,11
1089,11
1090,0
1091,12
1092,11
1093,12
1094,12
1095,12
1096,12
1097,11
1098,12
1099,12
1100,12
1101,12
1102,12
1103,11
1104,12
1105,11
1106,11
1107,11
1108,11
1109,12
1110,12
1111,12
1112,12
1113,11
1114,12
1115,12
1116,12
1117,12
1118,12
1119,12
1120,12
1121,12
1122,12
1123,12
1124,12
1125,12
1126,12
1127,12
1128,12
1129,12
1130,12
1131,12
1132,12
1133,12
1134,12
1135,11
1136,11
1137,12
1138,12
1139,12
1140,11
1141,11
1142,12
1143,12
1144,11
1145,12
1146,12
1147,11
1148,11
1149,12
1150,11
1151,11
1152,11
1153,11
1154,11
1155,0
1156,12
1157,12
1158,12
1159,12
1160,11
1161,11
1162,11
1163,12
1164,11
1165,11
1166,0
1167,12
1168,12
1169,12
1170,12
1171,11
1172,11
1173,11
1174,12
1175,12
1176,12
1177,11
1178,12
1179,12
1180,12
1181,11
1182,12
1183,12
1184,12
1185,12
1186,11
1187,11
1188,12
1189,11
1190,11
1191,12
1192,12
1193,12
1194,12
1195,12
1196,12
1197,0
1198,11
1199,12
1200,12
1201,12
1202,12
1203,12
1204,12
1205,12
1206,12
1207,11
1208,12
1209,12
1210,12
1211,12
1212,11
1213,12
1214,12
1215,11
1216,11
1217,0
1218,12
1219,12
1220,12
1221,12
1222,12
1223,12
1224,12
1225,12
1226,12
1227,12
1228,12
1229,12
1230,12
1231,11
1232,12
1233,11
1234,12
1235,11
1236,11
1237,12
1238,12
1239,12
1240,11
1241,12
1242,12
1243,12
1244,12
1245,11
1246,12
1247,12
1248,11
1249,12
1250,11
1251,11
1252,11
1253,12
1254,12
1255,11
1256,11
1257,12
1258,11
1259,12
1260,12
1261,11
1262,11
1263,12
1264,12
1265,11
1266,12
1267,11
1268,11
1269,12
1270,12
1271,12
1272,12
1273,12
1274,11
1275,11
1276,12
1277,12
1278,0
1279,12
1280,11
1281,12
1282,11
1283,11
1284,12
1285,11
1286,12
1287,12
1288,12
1289,0
1290,12
1291,11
1292,12
1293,11
1294,11
1295,0
1296,12
1297,12
1298,11
1299,12
1300,12
1301,11
1302,11
1303,12
1304,11
1305,12
1306,11
1307,12
1308,12
1309,12
1310,11
1311,12
1312,12
1313,12
1314,12
1315,12
1316,11
1317,0
1318,11
1319,11
1320,12
1321,12
1322,12
1323,0
1324,12
1325,12
1326,11
1327,12
1328,11
1329,11
1330,0
1331,12
1332,12
1333,12
1334,12
1335,11
1336,11
1337,11
1338,11
1339,12
1340,11
1341,12
1342,12
1343,12
1344,12
1345,11
1346,12
1347,12
1348,12
1349,11
1350,12
1351,12
1352,12
1353,12
1354,12
1355,12
1356,12
1357,11
1358,11
1359,11
1360,12
1361,12
1362,11
1363,12
1364,11
1365,12
1366,11
1367,12
1368,12
1369,12
1370,12
1371,12
1372,12
1373,12
1374,12
1375,11
1376,12
1377,12
1378,12
1379,11
1380,12
1381,12
1382,11
1383,12
1384,12
1385,12
1386,12
1387,11
1388,0
1389,12
1390,11
1391,11
1392,12
1393,12
1394,11
1395,12
1396,12
1397,12
1398,12
1399,12
1400,12
1401,12
1402,12
1403,12
1404,12
1405,12
1406,12
1407,11
1408,12
1409,12
1410,12
1411,11
1412,12
1413,12
1414,12
1415,12
1416,11
1417,11
1418,11
1419,11
1420,12
1421,11
1422,12
1423,0
1424,11
1425,12
1426,11
1427,12
1428,11
1429,12
1430,12
1431,11
1432,11
1433,12
1434,11
1435,12
1436,12
1437,12
1438,12
1439,12
1440,0
1441,12
1442,12
1443,11
1444,12
1445,12
1446,11
1447,12
1448,12
1449,12
1450,12
1451,12
1452,11
1453,12
1454,11
1455,12
1456,12
1457,11
1458,11
1459,11
1460,12
1461,12
1462,12
1463,12
1464,11
1465,12
1466,12
1467,11
1468,0
1469,12
1470,0
1471,12
1472,12
1473,12
1474,12
1475,12
1476,12
1477,12
1478,12
1479,12
1480,12
1481,11
1482,12
1483,12
1484,12
1485,12
1486,12
1487,12
1488,0
1489,11
1490,11
1491,12
1492,0
1493,11
1494,11
1495,11
1496,12
1497,11
1498,11
1499,11
1500,1
1501,0
1502,1
1503,0
1504,1
1505,0
1506,1
1507,12
1508,0
1509,0
1510,1
1511,0
1512,12
1513,12
1514,1
1515,1
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,1
1526,0
1527,1
1528,0
1529,1
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,1
1538,0
1539,0
1540,0
1541,11
1542,0
1543,0
1544,0
1545,0
1546,1
1547,11
1548,0
1549,0
1550,0
1551,12
1552,1
1553,11
1554,1
1555,11
1556,1
1557,0
1558,0
1559,0
1560,0
1561,1
1562,11
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,1
1576,0
1577,0
1578,0
1579,1
1580,0
1581,0
1582,0
1583,12
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,1
1597,0
1598,0
1599,12
1600,0
1601,0
1602,1
1603,1
1604,0
1605,0
1606,0
1607,0
1608,1
1609,0
1610,0
1611,0
1612,1
1613,0
1614,0
1615,0
1616,12
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,12
1628,0
1629,0
1630,12
1631,1
1632,0
1633,1
1634,1
1635,0
1636,11
1637,1
1638,0
1639,0
1640,1
1641,0
1642,1
1643,0
1644,0
1645,0
1646,1
1647,0
1648,0
1649,0
1650,1
1651,12
1652,12
1653,1
1654,0
1655,0
1656,0
1657,12
1658,0
1659,0
1660,1
1661,1
1662,0
1663,0
1664,1
1665,0
1666,0
1667,0
1668,0
1669,1
1670,0
1671,0
1672,12
1673,0
1674,0
1675,0
1676,11
1677,0
1678,0
1679,11
1680,0
1681,0
1682,0
1683,0
1684,1
1685,0
1686,1
1687,0
1688,0
1689,0
1690,0
1691,11
1692,0
1693,0
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,1
1701,1
1702,0
1703,12
1704,12
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,12
1712,0
1713,0
1714,0
1715,12
1716,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,1
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,1
1733,1
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,1
1742,1
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,1
1754,1
1755,12
1756,0
1757,1
1758,0
1759,12
1760,12
1761,0
1762,0
1763,0
1764,1
1765,0
1766,0
1767,0
1768,0
1769,1
1770,1
1771,0
1772,0
1773,1
1774,0
1775,1
1776,0
1777,0
1778,1
1779,12
1780,1
1781,0
1782,0
1783,0
1784,1
1785,0
1786,0
1787,0
1788,0
1789,0
1790,1
1791,1
1792,0
1793,0
1794,11
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,1
1804,0
1805,1
1806,1
1807,1
1808,0
1809,1
1810,1
1811,12
1812,0
1813,12
1814,1
1815,0
1816,0
1817,0
1818,0
1819,0
1820,1
1821,1
1822,1
1823,0
1824,0
1825,0
1826,0
1827,12
1828,0
1829,0
1830,0
1831,0
1832,1
1833,12
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,12
1841,1
1842,0
1843,1
1844,0
1845,0
1846,12
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,12
1862,12
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,1
1870,0
1871,0
1872,0
1873,1
1874,0
1875,0
1876,0
1877,12
1878,0
1879,0
1880,11
1881,0
1882,0
1883,0
1884,0
1885,0
1886,11
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,12
1894,0
1895,0
1896,0
1897,0
1898,0
1899,12
1900,0
1901,12
1902,1
1903,0
1904,0
1905,0
1906,0
1907,0
1908,1
1909,11
1910,0
1911,0
1912,0
1913,0
1914,1
1915,0
1916,1
1917,0
1918,0
1919,12
1920,12
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,1
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,1
1945,12
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,1
1954,1
1955,0
1956,0
1957,0
1958,0
1959,1
1960,12
1961,11
1962,0
1963,1
1964,0
1965,1
1966,0
1967,12
1968,0
1969,12
1970,12
1971,0
1972,0
1973,0
1974,0
1975,0
1976,11
1977,0
1978,0
1979,0
1980,0
1981,1
1982,1
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,1
1993,12
1994,0
1995,0
1996,1
1997,0
1998,0
1999,11
2000,0
2001,1
2002,1
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,1
2011,12
2012,0
2013,0
2014,11
2015,0
2016,0
2017,0
2018,0
2019,12
2020,1
2021,0
2022,0
2023,0
2024,12
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,11
2035,1
2036,1
2037,1
2038,0
2039,1
2040,12
2041,0
2042,0
2043,12
2044,0
2045,0
2046,1
2047,0
2048,0
2049,0
2050,11
2051,0
2052,0
2053,0
2054,1
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,12
2072,0
2073,0
2074,12
2075,0
2076,12
2077,0
2078,1
2079,12
2080,0
2081,0
2082,1
2083,0
2084,0
2085,1
2086,11
2087,0
2088,0
2089,0
2090,0
2091,12
2092,0
2093,1
2094,0
2095,12
2096,0
2097,1
2098,0
2099,0
2100,0
2101,12
2102,0
2103,1
2104,0
2105,0
2106,0
2107,0
2108,0
2109,12
2110,0
2111,0
2112,1
2113,0
2114,1
2115,0
2116,0
2117,0
2118,0
2119,1
2120,0
2121,1
2122,0
2123,0
2124,12
2125,0
2126,1
2127,0
2128,12
2129,12
2130,1
2131,0
2132,1
2133,0
2134,0
2135,0
2136,1
2137,1
2138,0
2139,1
2140,12
2141,0
2142,0
2143,11
2144,0
2145,1
2146,0
2147,1
2148,1
2149,1
2150,0
2151,1
2152,0
2153,0
2154,1
2155,0
2156,1
2157,0
2158,0
2159,0
2160,12
2161,0
2162,0
2163,12
2164,0
2165,12
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,1
2173,0
2174,1
2175,0
2176,1
2177,1
2178,0
2179,0
2180,11
2181,11
2182,0
2183,0
2184,1
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,11
2192,12
2193,1
2194,0
2195,0
2196,0
2197,1
2198,0
2199,12
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,11
2211,0
2212,0
2213,0
2214,0
2215,0
2216,0
2217,0
2218,0
2219,0
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,0
2240,0
2241,0
2242,1
2243,0
2244,12
2245,0
2246,0
2247,0
2248,0
2249,11
2250,0
2251,0
2252,0
2253,11
2254,0
2255,0
2256,0
2257,0
2258,1
2259,0
2260,0
2261,12
2262,0
2263,0
2264,1
2265,0
2266,0
2267,0
2268,0
2269,11
2270,1
2271,0
2272,1
2273,0
2274,0
2275,0
2276,0
2277,0
2278,0
2279,1
2280,0
2281,0
2282,0
2283,12
2284,0
2285,0
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,0
2293,1
2294,12
2295,0
2296,0
2297,0
2298,0
2299,0
2300,0
2301,0
2302,1
2303,0
2304,0
2305,0
2306,1
2307,0
2308,0
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2315,0
2316,0
2317,11
2318,1
2319,12
2320,0
2321,0
2322,0
2323,0
2324,0
2325,0
2326,0
2327,0
2328,1
2329,0
2330,0
2331,0
2332,1
2333,0
2334,0
2335,0
2336,0
2337,1
2338,12
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,12
2357,0
2358,1
2359,0
2360,1
2361,11
2362,0
2363,0
2364,0
2365,0
2366,0
2367,12
2368,0
2369,0
2370,0
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,11
2379,1
2380,1
2381,1
2382,0
2383,1
2384,0
2385,0
2386,0
2387,0
2388,0
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,1
2396,0
2397,0
2398,0
2399,1
2400,0
2401,12
2402,1
2403,0
2404,0
2405,11
2406,0
2407,0
2408,0
2409,0
2410,12
2411,0
2412,1
2413,0
2414,0
2415,12
2416,0
2417,0
2418,0
2419,0
2420,0
2421,0
2422,1
2423,0
2424,1
2425,0
2426,1
2427,0
2428,0
2429,0
2430,0
2431,0
2432,0
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,0
2440,0
2441,1
2442,0
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,11
2450,1
2451,0
2452,0
2453,0
2454,0
2455,0
2456,1
2457,0
2458,0
2459,0
2460,12
2461,0
2462,0
2463,0
2464,0
2465,1
2466,1
2467,0
2468,1
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,1
2477,0
2478,11
2479,0
2480,11
2481,0
2482,12
2483,0
2484,11
2485,0
2486,0
2487,0
2488,0
2489,1
2490,0
2491,0
2492,12
2493,0
2494,1
2495,0
2496,1
2497,0
2498,0
2499,0
2500,0
2501,0
2502,1
2503,12
2504,0
2505,0
2506,0
2507,0
2508,0
2509,1
2510,0
2511,0
2512,0
2513,0
2514,0
2515,1
2516,0
2517,0
2518,11
2519,0
2520,11
2521,0
2522,0
2523,0
2524,1
2525,0
2526,0
2527,0
2528,12
2529,1
2530,0
2531,0
2532,12
2533,0
2534,1
2535,0
2536,0
2537,0
2538,0
2539,1
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,0
2553,0
2554,0
2555,1
2556,12
2557,0
2558,1
2559,0
2560,0
2561,0
2562,0
2563,1
2564,0
2565,0
2566,1
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,0
2576,11
2577,12
2578,0
2579,1
2580,0
2581,0
2582,0
2583,0
2584,0
2585,1
2586,0
2587,0
2588,1
2589,0
2590,11
2591,11
2592,0
2593,0
2594,1
2595,1
2596,1
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,12
2604,1
2605,0
2606,0
2607,0
2608,0
2609,0
2610,0
2611,0
2612,1
2613,0
2614,0
2615,0
2616,0
2617,0
2618,1
2619,0
2620,1
2621,0
2622,0
2623,0
2624,11
2625,0
2626,11
2627,0
2628,0
2629,0
2630,0
2631,1
2632,12
2633,12
2634,0
2635,0
2636,0
2637,1
2638,11
2639,0
2640,12
2641,12
2642,1
2643,12
2644,0
2645,0
2646,0
2647,0
2648,0
2649,0
2650,0
2651,11
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,12
2660,1
2661,1
2662,0
2663,1
2664,1
2665,0
2666,0
2667,1
2668,1
2669,0
2670,0
2671,0
2672,0
2673,0
2674,1
2675,11
2676,0
2677,0
2678,0
2679,0
2680,1
2681,0
2682,1
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2689,0
2690,12
2691,0
2692,0
2693,0
2694,0
2695,1
2696,0
2697,0
2698,0
2699,11
2700,0
2701,0
2702,0
2703,1
2704,0
2705,0
2706,0
2707,0
2708,0
2709,0
2710,0
2711,1
2712,11
2713,0
2714,0
2715,12
2716,0
2717,0
2718,0
2719,0
2720,0
2721,0
2722,0
2723,1
2724,11
2725,0
2726,0
2727,11
2728,0
2729,1
2730,0
2731,1
2732,0
2733,0
2734,0
2735,12
2736,0
2737,0
2738,0
2739,0
2740,12
2741,0
2742,1
2743,0
2744,0
2745,0
2746,0
2747,12
2748,12
2749,11
2750,0
2751,0
2752,12
2753,1
2754,0
2755,12
2756,0
2757,0
2758,0
2759,12
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,0
2768,0
2769,0
2770,1
2771,1
2772,0
2773,0
2774,1
2775,0
2776,0
2777,12
2778,0
2779,0
2780,0
2781,11
2782,0
2783,0
2784,11
2785,12
2786,0
2787,12
2788,1
2789,0
2790,0
2791,0
2792,0
2793,1
2794,0
2795,1
2796,0
2797,1
2798,12
2799,12
2800,0
2801,1
2802,12
2803,1
2804,0
2805,0
2806,0
2807,1
2808,0
2809,0
2810,0
2811,12
2812,12
2813,1
2814,0
2815,0
2816,0
2817,0
2818,1
2819,0
2820,0
2821,11
2822,1
2823,0
2824,0
2825,0
2826,0
2827,0
2828,1
2829,0
2830,1
2831,0
2832,0
2833,12
2834,1
2835,0
2836,0
2837,1
2838,0
2839,0
2840,0
2841,0
2842,1
2843,0
2844,0
2845,0
2846,0
2847,1
2848,0
2849,0
2850,11
2851,11
2852,0
2853,1
2854,0
2855,0
2856,12
2857,0
2858,12
2859,0
2860,0
2861,0
2862,0
2863,0
2864,1
2865,12
2866,0
2867,0
2868,11
2869,0
2870,12
2871,12
2872,0
2873,11
2874,0
2875,0
2876,0
2877,0
2878,0
2879,1
2880,0
2881,1
2882,0
2883,1
2884,0
2885,0
2886,0
2887,0
2888,0
2889,0
2890,1
2891,0
2892,0
2893,0
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,11
2901,0
2902,1
2903,0
2904,12
2905,0
2906,0
2907,0
2908,0
2909,0
2910,0
2911,0
2912,1
2913,12
2914,0
2915,1
2916,0
2917,12
2918,0
2919,0
2920,0
2921,0
2922,0
2923,0
2924,1
2925,0
2926,12
2927,0
2928,1
2929,1
2930,1
2931,0
2932,1
2933,12
2934,0
2935,1
2936,11
2937,1
2938,0
2939,0
2940,12
2941,0
2942,11
2943,0
2944,0
2945,0
2946,0
2947,12
2948,0
2949,0
2950,0
2951,0
2952,12
2953,0
2954,11
2955,1
2956,0
2957,12
2958,0
2959,0
2960,0
2961,1
2962,0
2963,0
2964,0
2965,0
2966,1
2967,0
2968,0
2969,0
2970,0
2971,1
2972,0
2973,0
2974,12
2975,0
2976,0
2977,1
2978,0
2979,1
2980,0
2981,12
2982,0
2983,0
2984,0
2985,0
2986,0
2987,0
2988,0
2989,0
2990,0
2991,0
2992,0
2993,0
2994,11
2995,0
2996,0
